BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,label
-0.7319893664465486,-0.24943448080104288,-0.424899735240609,-0.3569340222066546,-0.3490788190138387,-0.4667855542850508,-0.8064903456392756,-0.6786608078479125,-0.7073131650492339,-0.6753488578824289,-0.47606981743568183,-0.511333250061439,-0.9604333444542573,-0.5289787906610075,-0.3109675489452824,-0.5255509710834134,0.3606795442537747,0
0.7869608532656136,0.13432467105122475,-0.4695518820955651,-0.3569340222066546,-0.45457623027477295,2.6056045083204533,-1.2217580572960502,-0.6786608078479125,-0.916995191499105,0.5739627222804161,0.11007385158785599,-0.5917958767710622,0.6886390340642691,0.8186421271164632,0.08931020899300993,0.23422689681747927,0.3606795442537747,1
0.44713513198032884,0.5180838229034924,-0.10766823027327539,0.10888851276800077,-0.45457623027477295,-0.4667855542850508,1.2698432294420248,2.673451079746117,-0.916995191499105,-0.6753488578824289,-0.47606981743568183,-0.10902011651332344,0.8260617322741463,-0.38380473795221925,-0.10166318118537711,-0.5255509710834134,0.3606795442537747,0
0.0490991394687837,-1.0169527845055777,0.23205784678891347,0.5461894563646925,-0.45457623027477295,-0.3686532543762061,-1.0141254472683061,-0.39931926791903927,-0.916995191499105,-0.25891333024358737,-0.3295339001797974,-0.5515645634162506,0.8260617322741463,-0.5986882602099775,-9.957666143241536e-19,-0.5255509710834134,0.3606795442537747,0
-0.3587752952564145,0.5180838229034924,-0.4620630524343565,-0.34729427860615986,-0.45457623027477295,-0.4667855542850508,-1.0141254472683061,-0.39931926791903927,-0.916995191499105,-0.6753488578824289,-0.47606981743568183,-0.5515645634162506,-0.9054642651703065,-0.3643678034135238,-0.26579125387256225,-0.5255509710834134,0.3606795442537747,0
0.11787839226261686,0.5180838229034924,0.1544922935729456,-0.3569340222066546,1.0198219718843307,-0.4667855542850508,0.43931029772976193,-0.6786608078479125,0.5507840260387573,-0.6753488578824289,-0.47606981743568183,-0.2699453699325697,-0.7405570273184539,-0.1150595357186393,0.6621186109314224,-0.5255509710834134,0.3606795442537747,0
-0.4502772182552461,0.5180838229034924,2.8494084938998494,3.500547950845556,0.3066638951319561,-0.4667855542850508,1.2698432294420248,2.673451079746117,1.5991991906768774,-0.6753488578824289,-0.47606981743568183,1.9830081779368776,2.475134110792673,1.5963132599542045,-0.28584110959493364,2.8934528534744284,0.3606795442537747,2
0.12452002215607223,0.5180838229034924,-0.26538766345686626,-0.3569340222066546,0.027792436308241103,-0.4667855542850508,1.2698432294420248,-0.6786608078479125,1.5991991906768774,-0.6753488578824289,-0.47606981743568183,-0.10902011651332344,-0.6031343291085767,-0.3641155257904071,-0.14253532068558128,-0.5255509710834134,0.3606795442537747,0
-0.26402625090706594,0.5180838229034924,-0.06632989054340402,0.041603102436547815,-0.23340765320782472,-0.4667855542850508,-0.3912251255837876,-0.39931926791903927,-0.28794659595510935,-0.6753488578824289,-0.47606981743568183,-0.39063930999700436,0.6886390340642691,-0.36093286677605885,-0.23696765899476074,-0.5255509710834134,0.3606795442537747,0
-0.6785040237975313,-1.4007119363578453,0.13030337376724188,0.4152094401929707,-0.45457623027477295,-0.4667855542850508,-0.8064903456392756,-0.11997437587827836,-0.916995191499105,-0.6753488578824289,-0.47606981743568183,-0.4711019367066275,1.7880206197432866,-0.1963359235272189,-0.32779150718741384,-0.5255509710834134,0.3606795442537747,0
